tid,text,likes,retweets
988097156023136258,"Although, I work with @amazonIN I want @Flipkart to be an independent company and not taken over by any foreign Com… https://t.co/xtgw5BJgHs",0,0
988095329592492032,RT @sweetsarikaji: @AAPKiLadki @varunINFOSYS @rohitjoshilko @Flipkart @_sachinbansal Ye Bansal toh dhandhey Wala hai sala kuch nahi karega…,0,1
988094984803958785,"RT @varunINFOSYS: REGRET TO BUY FROM @flipkart

This is #flipkart LOGISTIC TEAM #EKART visited for REVERSE PICKUP.

NO ID CARD..
HIGHLY UNP…",0,11
988094963702382592,@AAPKiLadki @varunINFOSYS @rohitjoshilko @Flipkart @_sachinbansal Ye Bansal toh dhandhey Wala hai sala kuch nahi ka… https://t.co/LGvlUGBy3t,1,1
988094632218181634,RT @Sheffalee: https://t.co/nLnWab8agX Buy my book from #Flipkart and let me know your feedback ! #sports #cricketlove #love #inspiring #in…,0,2
988094573606985728,"RT @varunINFOSYS: REGRET TO BUY FROM @flipkart

This is #flipkart LOGISTIC TEAM #EKART visited for REVERSE PICKUP.

NO ID CARD..
HIGHLY UNP…",0,11
988089452500340736,"#EarthTherapy Anti Pimple for Male...
Order whatsapp @ 9821245446 / 7045004636 ....
Order online #flipkart #amazon… https://t.co/dMyC6od4Mu",2,0
988086306008858631,#Walmart May Acquire #Flipkart As Early As Next Week https://t.co/5MDkzt26eV #retail,0,0
988084944747479040,"RT @PokdeDotNet: Most interesting ASUS ZenFone yet?

#ASUS #ZenFoneMax #Pro #M1 #Snapdragon636 #ZenFone #Android #Flipkart #Max #Oreo https…",0,1
988079185624293376,"Most interesting ASUS ZenFone yet?

#ASUS #ZenFoneMax #Pro #M1 #Snapdragon636 #ZenFone #Android #Flipkart #Max #Oreo https://t.co/4nq9oNI4Ht",0,1
988079116065918977,"Most interesting ASUS ZenFone yet?

#ASUS #ZenFoneMax #Pro #M1 #Snapdragon636 #ZenFone #Android #Flipkart #Max #Oreo https://t.co/hIHzR1mL1b",0,0
988077086882459648,@flipkartsupport @flipkartsupport @Flipkart I am moving to consumer court if you don't cancel the order now. I agai… https://t.co/xLavc19Ozd,0,0
988074146952249344,"RT @radiantpubind: HERE IS OUR READERS SHARING THERE PICTURES WITH 
#SACHINSINGH, #BOOK #TheTruth.
THANKS FOR READING. 

#TheTruth BUY #BOO…",0,2
988073992794800128,"RT @radiantpubind: HERE IS OUR READERS SHARING THERE PICTURES WITH 
#SACHINSINGH, #BOOK #TheTruth.
THANKS FOR READING. 

#TheTruth BUY #BOO…",0,2
988073851312660480,"HERE IS OUR READERS SHARING THERE PICTURES WITH 
#SACHINSINGH, #BOOK #TheTruth.
THANKS FOR READING. 

#TheTruth BUY… https://t.co/ncgz2yX6Kv",2,2
988070814976180225,Such an harrassed experience with #Flipkart . How come every order u placed got delayed because of misrouted. Bulls… https://t.co/ixPlIC79Hw,0,0
988070579831017472,Buy these handcrafted hammocks online at https://t.co/1z49gY6Oe9 | #shopping #sale #deals #ecommerce… https://t.co/xHD6nKQsfD,1,0
988062509780250626,#Flipkart not accepting(exchanging) its model -billion capture plus...the ad is deceiving.. Guess its time… https://t.co/CnXORLzCZr,0,0
988038020191240192,@Flipkart @flipkartsupport OD211984336150634000 was placed on April 6th &amp; has been not shipped now I cld cust care… https://t.co/ZEj2l37fev,0,0
988031362681614336,#Walmart in talks to buy #Flipkart https://t.co/A9HtpfQxe6,0,0
988011801940975617,"#flipkart Order id ~ OD212081235986618000
places return ordr id ~ 121012111576494061462 cancelled by courier @flipkartsupport",0,0
988008761846652930,Indian internet giants like #Flipkart and #Ola have largely succeeded by replicating ideas that began elsewhere. Fo… https://t.co/aTDl3vV9G6,1,0
987994623267176453,"#EarthTherapy Hand Foot Balm...
Order whatsapp @ 9821245446 / 7045004636 ....
Order online #flipkart #amazon #paytm… https://t.co/EUk6S14Jrx",1,0
987992324935270400,"@tanmaynattu @menakadoshi Well, #Amazon is no way close to the Indian market share #Flipkart has today! But I agree… https://t.co/jZMChBT9EW",0,0
987988877490245632,"RT @FinTechIreland: 4 years later, the IIT-Roorkee graduates have signed on 45 banking partners &amp; 85,000 merchants, including #Zomato, #Ola…",0,1
987986906871926784,Ever heard the success story of #Flipkart this way? Here's something for your inspiration! Make a read &gt;&gt;&gt;… https://t.co/IOMH0POlqQ,0,0
987983950973825024,Flipkart acquisition by Walmart possibly next week - https://t.co/NDiRutgUJS #Flipkart #Walmart,0,0
987983587348709377,"4 years later, the IIT-Roorkee graduates have signed on 45 banking partners &amp; 85,000 merchants, including #Zomato, … https://t.co/FR0gbkOZLt",1,1
987983415491420161,"Black makes everything classy!

Stay classy with all new Charcoal Mask 

#Brocode #charcoalmask #classy #black… https://t.co/4w79XW66F6",2,0
987975530078179329,"#flipkart don’t be dumb.
Speak up.",0,0
987970310019350528,"#Sale Tomorrow From 12 p.m. To 1P.m. for Rs. 19999/- at #Flipkart.
For Additional #Cashback &amp; More #deals like this… https://t.co/PW4jflvKUj",0,0
987968220983316481,"[Pre-Order Now] Nokia 8 Sirocco at Rs. 49,999 | Get 10% instant discount with ICICI bank cards | Exclusively availa… https://t.co/VGjqqqlg1h",0,0
987967866715570176,"RT @7Rajeshraj92: #Flipkart 🎯

Offer : Get upto 70% off on Bluetooth Speakers

Starting from just 199
👇👇👇😃😃👇👇

https://t.co/E2j8OAGgR8

*👆…",0,3
987967741880557568,"RT @7Rajeshraj92: #Flipkart

Get upto 60% off on Coffee Mugs
⛱👍

https://t.co/GubjPlLgie

👆👆 Click The Link👆👆 https://t.co/42Ak5xIncR",0,2
987963585325301760,@flipkartsupport 16th April is already gone.. r u guys following different calender. Plz send me one . Haha ha #flipkart,0,0
987962889024802816,@flipkartsupport 1 more false promise. No call received till now. You guys are expert In fooling.#Flipkart,0,0
987960818523394048,RT @proxax: The online to offline migration of the millennial customer has begun. Set to receive another boost when #Walmart integrates #Fl…,0,1
987957477453934593,The online to offline migration of the millennial customer has begun. Set to receive another boost when #Walmart in… https://t.co/Z9WDfNlQiv,1,1
987955587559378944,"Circa 2010, I was searching for Sir Jadunath Sarkar's ""Military History of India"". Bought it on #Flipkart. They sen… https://t.co/PIth5hOpCO",1,0
